Query_id	tax
total_10567681	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10569977	k__Bacteria
total_10572089	k__Bacteria
total_10573090	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_10573351	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10575542	k__Bacteria
total_10576536	k__Bacteria
total_1057830	k__Bacteria
total_10579761	k__Bacteria;p__Actinobacteria
total_10580210	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1058365	k__Bacteria;p__Actinobacteria
total_10588347	Unclassified
total_10589511	k__Bacteria
total_10591117	k__Bacteria
total_10592849	k__Bacteria
total_10592852	k__Bacteria;p__Proteobacteria
total_1059424	k__Bacteria
total_1059692	k__Bacteria;p__Actinobacteria
total_10599076	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10599276	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10599569	k__Bacteria;p__Actinobacteria
total_10599786	k__Bacteria
total_10601739	k__Bacteria
total_10604742	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10608752	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10608754	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1061053	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10612332	k__Archaea;p__Thaumarchaeota
total_10612334	Unclassified
total_10614274	k__Bacteria;p__Proteobacteria
total_10614786	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1061545	k__Bacteria;p__Proteobacteria
total_10615926	k__Bacteria;p__Proteobacteria
total_1061606	k__Bacteria
total_10617073	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10619657	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1062370	k__Bacteria
total_10627110	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10629690	k__Bacteria;p__Proteobacteria
total_10632906	k__Bacteria
total_10634412	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10634686	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_1063549	k__Bacteria
total_10637944	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10638848	k__Bacteria
total_10639156	k__Bacteria
total_10639464	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10644174	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_10645306	k__Bacteria
total_10646199	k__Bacteria
total_10646617	k__Bacteria;p__Bacteroidetes
total_10646625	k__Bacteria;p__Bacteroidetes
total_10646805	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1064706	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10647839	k__Archaea;p__Thaumarchaeota
total_10650138	Unclassified
total_10651860	Unclassified
total_10652147	k__Bacteria
total_10652314	k__Bacteria;p__Actinobacteria
total_10654385	k__Bacteria
total_10654453	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10655380	Unclassified
total_10655991	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10656608	Unclassified
total_10657931	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10658586	k__Bacteria
total_1065971	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10662089	k__Bacteria
total_10664739	k__Bacteria
total_10664741	k__Bacteria;p__Bacteroidetes
total_10664774	k__Bacteria;p__Bacteroidetes
total_10664791	k__Bacteria;p__Bacteroidetes
total_10664828	Unclassified
total_10664842	k__Bacteria;p__Bacteroidetes
total_10664852	k__Bacteria;p__Bacteroidetes
total_10664861	k__Bacteria;p__Bacteroidetes
total_10664929	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10666196	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10667183	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10668146	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10668320	k__Bacteria;p__Actinobacteria
total_10668321	k__Bacteria
total_10668324	k__Bacteria
total_10668326	k__Bacteria
total_1066892	k__Bacteria
total_1067144	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10681711	k__Bacteria
total_10684199	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10684886	Unclassified
total_10687618	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10688027	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_10688312	k__Bacteria
total_10691191	k__Bacteria
total_10692210	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10693848	k__Bacteria;p__Proteobacteria
total_10694554	k__Bacteria;p__Proteobacteria
total_1069710	k__Bacteria
total_10698089	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_10700471	k__Bacteria
total_1070097	k__Bacteria
total_10704448	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1070568	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10706140	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10706598	k__Bacteria;p__Proteobacteria
total_10709044	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10709439	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10713067	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10714814	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_1071692	k__Bacteria
total_10716969	k__Bacteria;p__Proteobacteria
total_10717109	k__Bacteria
total_10717912	k__Bacteria
total_10718225	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10721551	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1072235	k__Bacteria
total_10722801	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10723435	Unclassified
total_1072433	k__Bacteria
total_10724541	k__Bacteria
total_10726025	k__Archaea;p__Thaumarchaeota
total_10728988	k__Bacteria
total_10731247	Unclassified
total_10731759	k__Bacteria
total_10732934	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10733198	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10733267	k__Bacteria
total_10734199	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10734537	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10735914	Unclassified
total_10737722	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10739401	k__Bacteria;p__Proteobacteria
total_10742542	k__Bacteria
total_10743078	k__Bacteria;p__Actinobacteria
total_10744737	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10745983	k__Bacteria
total_10746729	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10748274	k__Bacteria
total_10751960	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1075271	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1075831	k__Bacteria
total_10760018	Unclassified
total_10760270	k__Bacteria;p__Proteobacteria
total_10761051	k__Bacteria
total_1076126	k__Bacteria
total_10763863	Unclassified
total_10764102	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10764114	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10765173	k__Bacteria
total_10766448	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10768755	k__Bacteria;p__Actinobacteria
total_10769129	Unclassified
total_10769553	k__Bacteria;p__Proteobacteria
total_10770660	Unclassified
total_10770662	k__Bacteria
total_10770663	k__Bacteria
total_10770664	k__Bacteria
total_10770665	k__Bacteria
total_10770667	Unclassified
total_10770672	k__Bacteria;p__Actinobacteria
total_1077174	k__Bacteria;p__Proteobacteria
total_10772160	Unclassified
total_10773727	k__Bacteria
total_10775367	k__Bacteria
total_10775585	k__Bacteria
total_10775822	k__Bacteria
total_10775886	k__Bacteria
total_1077741	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10779946	k__Bacteria
total_1078336	k__Bacteria
total_10785913	k__Bacteria;p__Proteobacteria
total_10785917	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_10788668	k__Bacteria;p__Proteobacteria
total_10792900	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_10792987	k__Archaea;p__Thaumarchaeota
total_10793496	k__Bacteria
total_10793778	k__Bacteria;p__Actinobacteria
total_10793783	k__Bacteria
total_10796018	k__Bacteria
total_10797213	Unclassified
total_10799079	k__Bacteria;p__Bacteroidetes
total_10800304	k__Bacteria
total_10801390	k__Bacteria
total_10802906	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10804007	k__Viruses;p__Unclassified;c__Unclassified;o__Unclassified;f__Mimiviridae;g__Cafeteriavirus;s__Cafeteria_roenbergensis_virus
total_10806130	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10806718	k__Bacteria
total_10807582	k__Bacteria;p__Actinobacteria
total_10810311	k__Bacteria
total_10811095	k__Bacteria;p__Proteobacteria
total_10811441	k__Archaea;p__Thaumarchaeota
total_10812501	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1081419	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_10817220	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10821302	k__Bacteria
total_10827875	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_10828316	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_astaxanthinifaciens
total_10829425	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_10829759	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10834223	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10835900	k__Bacteria;p__Actinobacteria
total_10836557	k__Bacteria
total_10838281	k__Bacteria
total_10838419	k__Archaea;p__Thaumarchaeota
total_10839859	k__Bacteria
total_10840912	k__Bacteria;p__Proteobacteria
total_10843092	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10845632	Unclassified
total_10845647	Unclassified
total_10845667	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10846734	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10847406	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_10847407	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_1084893	k__Bacteria
total_1085003	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10850812	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10853612	k__Bacteria
total_10853754	Unclassified
total_10854138	k__Bacteria;p__Bacteroidetes
total_10854165	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_10855471	k__Bacteria;p__Bacteroidetes
total_10855637	k__Bacteria;p__Proteobacteria
total_10858529	k__Bacteria
total_10863233	k__Bacteria
total_10866254	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10866838	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10873177	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10875286	k__Bacteria;p__Actinobacteria
total_10875287	k__Bacteria;p__Actinobacteria
total_10875628	k__Bacteria
total_10876951	k__Bacteria
total_10877062	k__Bacteria
total_10877861	k__Bacteria
total_10879269	k__Eukaryota
total_10880236	k__Bacteria
total_1088123	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10881309	k__Bacteria;p__Actinobacteria
total_10883398	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1088490	k__Bacteria
total_10885015	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10886151	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10886558	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10886562	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1088745	k__Bacteria
total_1088772	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10888708	k__Bacteria;p__Firmicutes
total_10888709	k__Bacteria
total_10888710	k__Bacteria;p__Firmicutes
total_10889876	k__Bacteria
total_10890441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10892112	k__Bacteria;p__Actinobacteria
total_10892199	k__Bacteria
total_10892204	k__Bacteria
total_10893159	k__Bacteria
total_10897365	Unclassified
total_10900298	k__Bacteria
total_10900594	k__Bacteria
total_10900603	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10901247	k__Bacteria
total_10902233	k__Bacteria
total_10904474	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_10906468	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1090854	k__Bacteria
total_10908834	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_1090966	Unclassified
total_10909991	k__Bacteria;p__Chloroflexi;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Chloroflexi_bacterium_CSP1-4
total_10914305	k__Bacteria
total_10916298	k__Bacteria
total_10916442	Unclassified
total_10916443	k__Bacteria
total_10916444	k__Bacteria;p__Proteobacteria
total_1091765	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10917721	k__Bacteria;p__Firmicutes;c__Clostridia
total_10919003	k__Bacteria
total_10919345	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1092422	k__Bacteria;p__Proteobacteria
total_10924368	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1092517	k__Bacteria;p__Actinobacteria
total_10925645	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1092570	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10925936	k__Bacteria;p__Proteobacteria
total_10926610	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10930166	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10930277	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_10930945	k__Bacteria
total_1093170	k__Bacteria
total_10932152	k__Bacteria;p__Actinobacteria
total_10934732	k__Bacteria
total_10936052	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10937884	k__Bacteria;p__Proteobacteria
total_10939344	k__Archaea;p__Thaumarchaeota
total_1094107	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_10941654	k__Bacteria
total_10941837	k__Bacteria
total_10942965	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10944561	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10944985	k__Bacteria
total_10946601	k__Bacteria
total_10948829	k__Bacteria;p__Proteobacteria
total_10950440	Unclassified
total_1095159	k__Bacteria;p__Actinobacteria
total_10953147	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_10953613	k__Bacteria
total_10953622	k__Bacteria
total_10954279	k__Bacteria;p__Actinobacteria
total_10956215	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_10956338	k__Bacteria
total_10959585	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10959769	k__Bacteria
total_10964510	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10964725	k__Bacteria;p__Actinobacteria
total_10965756	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10966554	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10968656	k__Bacteria
total_10969288	k__Bacteria
total_1097084	k__Bacteria;p__Actinobacteria
total_1097086	k__Bacteria;p__Actinobacteria
total_10972177	k__Bacteria
total_10972641	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_1097289	k__Bacteria
total_10976938	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10977288	k__Bacteria
total_10977746	k__Bacteria;p__Actinobacteria
total_10977828	k__Bacteria;p__Actinobacteria
total_10978121	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_10978386	k__Bacteria
total_1098110	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_10982536	k__Bacteria;p__Proteobacteria
total_10983526	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_10983615	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_10983874	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1098522	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_10985394	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_10986734	k__Bacteria;p__Proteobacteria
total_10987300	k__Bacteria
total_10988470	k__Bacteria;p__Proteobacteria
total_10993207	k__Bacteria
total_10993846	k__Bacteria
total_10994678	k__Bacteria;p__Proteobacteria
total_10996580	k__Bacteria;p__Proteobacteria
total_11000688	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_11001433	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1100174	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_11003751	k__Bacteria;p__Proteobacteria
total_11004095	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_11004470	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
